web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582261-103","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11721146","AUDI A1 Sportback 30 TFSI S Line Attraction","2.99% Leasingaktion / Gratisservice","CHF 32'900.–","07.2024","07.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[0E0E] mythosschwarz-mythosschwarz
[4ZP] Optikpaket schwarz plus
[0UK] Akzentflächen Diamantlack silbergrau
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: Kontur / Ambiente Lichtpaket, mehrfarbigPolster: advanced mit Sportsitz (Stoff Derby)Arrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582263-104","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11721149","AUDI A1 Sportback 30 TFSI S Line Attraction","3.99% Leasingaktion / Gratisservice","CHF 36'900.–","07.2024","07.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[0UK] Akzentflächen Diamantlack silbergrau
[4ZP] Optikpaket schwarz plus
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: Kontur / Ambiente Lichtpaket, mehrfarbigPolster: advanced mit Sportsitz (Stoff Derby)Arrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582265-105","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11818071","AUDI A1 Sportback 30 TFSI Attraction","**Audi A1 30 TFSI**Rückfahrtkamera**LED-Scheinwerfer**Fernlichtassistent**Uvm","CHF 33'900.–","09.2024","09.2024","45 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","810254","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Licht: Fernlicht-AssistentMittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","Amag Utoquai","Utoquai, 8008 Zürich","https://www.amag.ch/de/garagenuebersicht/garage-zuerich-utoquai.html","Geschäft 044 269 51 51"
"1733582268-106","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11820478","AUDI A1 Sportback 30 TFSI S Line Attraction","**Audi A1 30 TFSI**LED-Scheinwerfer**Rückfahrtkamera**Sitzheizung vorne**Uvm","CHF 34'900.–","09.2024","09.2024","45 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","810280","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Licht: Fernlicht-AssistentMittelarmlehne vorneArrow down iconMehr anzeigen","Amag Utoquai","Utoquai, 8008 Zürich","https://www.amag.ch/de/garagenuebersicht/garage-zuerich-utoquai.html","Geschäft 044 269 51 51"
"1733582283-107","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11821396","AUDI A1 Sportback 30 TFSI S Line Attraction","**Audi A1 30 TFSI**Rückfahrtkamera**LED-Scheinwerfer**Sportsitze**Uvm","CHF 37'900.–","09.2024","09.2024","3'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","836608","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","Amag Utoquai","Utoquai, 8008 Zürich","https://www.amag.ch/de/garagenuebersicht/garage-zuerich-utoquai.html","Geschäft 044 269 51 51"
"1733582286-108","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11889218","AUDI A1 Sportback 30 TFSI Attraction","2.99% Leasingaktion / Gratisservice","CHF 28'900.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Nein","Nein","Ja","[0UK] Akzentflächen Diamantlack silbergrau
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau
[9VD] Audi Sound System
[A41] Audi Swiss Service Package+","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582288-109","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11901176","AUDI A1 Sportback 30 TFSI Attraction","2.99% Leasingaktion / Gratisservice","CHF 28'900.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Nein","Nein","Ja","ASSP+: 10 Jahre / 100'000 Km gratis Service, 3 Jahre / 100'000 Km Reparaturen kostenlos.","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582290-110","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11964599","AUDI A1 Sportback 30 TFSI S Line Attraction","2.99% Leasingaktion / Gratisservice","CHF 35'900.–","Neues Fahrzeug","Neues Fahrzeug","10 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","ASSP+: 10 Jahre / 100'000 Km gratis Service, 3 Jahre / 100'000 Km Reparaturen kostenlos.","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: Kontur / Ambiente Lichtpaket, mehrfarbigPaket: Optikpaket schwarz plus mit Singleframe in WagenfarbeArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582293-111","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-35-tfsi-s-tronic-11445504","AUDI A1 allstreet 35 TFSI S-tronic","Preis inkl. Klein-Flottennachlass berechnet! Nur gültig mit Flottennachweis.","CHF 38'380.–","Neues Fahrzeug","Neues Fahrzeug","20 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","6.1 l/100 km","Ja","Nein","Ja","[7HB] Dekor: Interieurelemente in Kunstleder

Wir freuen uns auf Ihren Besuch! Für eine Besichtigung bitte einen Termin mit unserem Verkaufsteam unter der Nummer 0552852075 oder per Mail vereinbaren! ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAudi virtual cockpitBordwerkzeug und WagenheberDachhimmel in Stoff schwarzGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeLackierung: Perleffekt-LackierungArrow down iconMehr anzeigen","Central-Garage H. Böckmann AG","Benknerstrasse 20, 8730 Uznach","http://www.cghb.ch","Geschäft 055 285 20 75"
"1733582295-112","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-30-tfsi-attraction-s-tronic-11039858","AUDI A1 allstreet 30 TFSI Attraction S-tronic","AMAG CH-Ausführung / Gratisservice / sofort verfügbar","CHF 31'900.–","12.2023","12.2023","14'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6.3 l/100 km","Ja","Nein","Ja","[2Y0E] gletscherweiss-mythosschwarz
[A41] Audi Swiss Service Package+
[EA8] Anschlussgarantie 4. und 5. Jahr, max. 100'000 km, (netto)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[GB1] ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
"1733582298-113","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-14-tfsi-ambition-10888424","AUDI A1 1.4 TFSI Ambition","* 1 Jahr Garantie * Audi Sound System * Navi * Tempomat * Automat * AHK *","CHF 12'700.–","08.2010","08.2010","83'246 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","122 PS (90 kW)","5.2 l/100 km","Ja","Nein","Ja","***Herzlich Willkommen bei Auto Hermann***  

Bei uns finden Sie gepflegte Occasionen für jedes Budget. Sie finden dieses und weitere Fahrzeuge unter www.auto-hermann.ch ...","AusstattungenOptionale AusstattungAblagenpaketAlu-Räder 7,5Jx17 5-Arm-DesignArmauflagen Türen in KunstlederAudi Sound SystemAussenlackierung mit DachbogenAusströmermanschettenBerganfahrassistentFrontscheibe mit Color-BandKlimaautomatik KomfortLED InnenlichtpaketArrow down iconMehr anzeigen","ah Auto AG","Kapplerstrasse 113, 9642 Ebnat-Kappel SG","http://www.auto-hermann.ch","Geschäft 071 993 11 11"
"1733582300-114","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-18-tfsi-sport-11452982","AUDI A1 Sportback 1.8 TFSI Sport","**!! CH-Fahrzeug // S Line // Navigation // Panoramadach // Xenon // Sitzheizung // Leder-Alcantara // Winterreifen !!**","CHF 23'900.–","04.2017","04.2017","80'000 km","Halbautomatisches Getriebe","Vorderradantrieb","Kleinwagen","Benzin","192 PS (141 kW)","5.8 l/100 km","Ja","17.02.2023","Ja","Herzlich willkommen bei der HIRZEN automobile ag - Es erwartet Sie ein grosser Showroom mit schönen und gepflegten Fahrzeuge.

- CH Fahrzeug  mit Servicepaket 10 Jahre / 100'000km
- schöne ...","AusstattungenOptionale AusstattungAbgedunkelte Seiten- und HeckscheibeInnenspiegel automatisch abblendbar inklKomfortpaketAblagenpaketAssist: Einparkhilfe hintenAussenspiegel rechts und linksBordcomputerLED InnenlichtpaketLicht: Licht- und RegensensorMittelarmlehne vorneTempomatLeichtmetallräder im 5-V-Speichen-DesignLicht: Fernlicht-AssistentMetallic-LackierungNavigationspaketPaket TechnikKomfortschlüssel ohne Safe-FunktionSitze: Vordersitze heizbarXenon Plus-Lichtanlage inkl. LEDPanorama-GlasdachS Line SportpaketAluminium-ApplikationenAusströmermanschettenDachhimmel schwarzEinstiegsschienen mit LogoLeichtmetallräder im 10-Speichen-DesignMultifunktions-SportlederlenkradS line Stoff-/LederS-Line SportfahrwerkSportsitze vorneArrow down iconMehr anzeigen","HIRZEN automobile ag","Hirzenstrasse 1, 9244 Niederuzwil","http://www.hirzenautomobile.ch","Geschäft 071 555 99 00"
"1733582303-115","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11615511","AUDI A1 Sportback 30 TFSI S Line Attraction","** Vorführwagen ** ab Anfang Februar verfügbar ** NP Fr. 45'070.00 **","CHF 38'888.–","11.2024","11.2024","2'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","19.11.2024","Ja","[4ZP] Optikpaket schwarz plus
[3GD] Gepäckraumpaket
[2Y0E] gletscherweiss-mythosschwarz
[WK0] Paket Infotainment
[WF6] Paket Technik
[TV] schwarz - feinsilber (S line)
[PNA] MMI Navigationssystem ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vorneArrow down iconMehr anzeigen","Garage Wismer AG","Chamerstrasse 2, 6343 Rotkreuz","http://www.garagewismer.ch","Geschäft 041 799 02 33"
"1733582305-116","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11750484","AUDI A1 Sportback 30 TFSI Attraction","CH-Ausführung / 5 Jahre 100 000 km Neuwagengarantie","CHF 33'690.–","07.2024","07.2024","6'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[IT3] Audi connect Navigation & Infotainment PLUS (3 Jahre)
[EA8] Anschlussgarantie 4. und 5. Jahr, max. 100'000 km, (netto)
[A41] Audi Swiss Service Package+
[9VD] Audi Sound System
[3GD] Gepäckraumpaket
[2D2D] ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Licht: Fernlicht-AssistentArrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582308-117","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11750495","AUDI A1 Sportback 30 TFSI Attraction","CH-Ausführung / 5 Jahre 100 000 km Neuwagengarantie / 10 Jahre Gratis Service","CHF 32'690.–","07.2024","07.2024","2'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.6 l/100 km","Nein","Nein","Ja","[WK0] Paket Infotainment
[IT3] Audi connect Navigation & Infotainment PLUS (3 Jahre)
[0UK] Akzentflächen Diamantlack silbergrau
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau
[3GD] ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketPaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582310-118","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11821372","AUDI A1 Sportback 30 TFSI Attraction","Standort: Zürich-Altstetten - Rautistrasse 23 in 8048 Zürich/ Tel: 044 405 68 68","CHF 26'900.–","08.2024","08.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","5.5 l/100 km","Ja","Nein","Ja","Audi Swiss Service Package 3 Jahre /100'000 km  Reparatur - Service bis 100'000 km / 10 Jahre","AusstattungenOptionale AusstattungEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugMittelarmlehne vornePaket: GepäckraumpaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag FahrerAirbag: Seitenairbags vorneAirbag: Window-KopfairbagsAssist: Audi pre sense frontArrow down iconMehr anzeigen","Audi Center Zürich Altstetten","Rautistrasse 23, 8048 Zürich","https://www.amag.ch/de/garagenuebersicht/audi-center-zuerich-altstetten.html","Geschäft 044 405 68 68"
"1733582312-119","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11870118","AUDI A1 Sportback 30 TFSI S Line Attraction","Tageszulassung, kein zusätzlicher Flottenrabatt möglich","CHF 37'900.–","09.2024","09.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[3GD] Gepäckraumpaket
[B40E] cortinaweiss-mythosschwarz
[A41] Audi Swiss Service Package+
[9VD] Audi Sound System
[4ZP] Optikpaket schwarz plus
[WK0] Paket Infotainment
[EA5] Anschlussgarantie ...","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AssistenzpaketPaket: Dynamikpaket SportbackArrow down iconMehr anzeigen","AMAG Schaffhausen","Spitalstrasse 27, 8200 Schaffhausen","https://www.amag.ch/de/garagenuebersicht/garage-schaffhausen.html","Geschäft 052 630 55 55"
"1733582315-120","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=5","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-11886457","AUDI A1 Sportback 30 TFSI S Line","CH-Ausführung/ Gratisservice/ ***Marco Odermatt Edition***","CHF 41'390.–","10.2024","10.2024","2'900 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: SpurwechselwarnungAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Arrow down iconMehr anzeigen","AMAG Audi Center Luzern","Grabenhofstrasse 10, 6010 Kriens","https://www.amag.ch/de/garagenuebersicht/audi-center-luzern.html","Geschäft 041 348 09 09"
"1733582319-121","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-11892453","AUDI A1 Sportback 30 TFSI S Line","CH-Ausführung/ Gratisservice/ ***Marco Odermatt Edition***","CHF 39'730.–","Neues Fahrzeug","Neues Fahrzeug","25 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: SpurwechselwarnungAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Arrow down iconMehr anzeigen","AMAG Audi Center Luzern","Grabenhofstrasse 10, 6010 Kriens","https://www.amag.ch/de/garagenuebersicht/audi-center-luzern.html","Geschäft 041 348 09 09"
"1733582322-122","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-11892464","AUDI A1 Sportback 30 TFSI S Line","CH-Ausführung/ Gratisservice/ ***Marco Odermatt Edition***","CHF 42'390.–","Neues Fahrzeug","Neues Fahrzeug","25 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Adaptiver GeschwindigkeitsassistentAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: SpurwechselwarnungAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Arrow down iconMehr anzeigen","AMAG Audi Center Luzern","Grabenhofstrasse 10, 6010 Kriens","https://www.amag.ch/de/garagenuebersicht/audi-center-luzern.html","Geschäft 041 348 09 09"
